town_name,company_info,Basic Service.Subscribers,Basic Service.Programming (received off-air),Basic Service.Programming (via satellite),Basic Service.Miles of plant,Basic Service.State manager,Basic Service.Manager,Basic Service.Ownership,Basic Service.Fee,Basic Service.Current originations,Basic Service.Local advertising,Basic Service.City fee,Basic Service.Tv Market Ranking,Basic Service.Equipment,Basic Service.Addressable homes,Basic Service.Program Guide,Basic Service.Chief technician,Digital Basic Service.Subscribers,Digital Basic Service.Pay units,Digital Basic Service.Programming (received off-air),Digital Basic Service.Programming (via satellite),Digital Basic Service.Miles of plant,Digital Basic Service.State manager,Digital Basic Service.Manager,Digital Basic Service.Ownership,Digital Basic Service.Fee,Digital Basic Service.Current originations,Digital Basic Service.Local advertising,Digital Basic Service.City fee,Digital Basic Service.Tv Market Ranking,Digital Basic Service.Equipment,Digital Basic Service.Addressable homes,Digital Basic Service.Program Guide,Digital Basic Service.Chief technician,Expanded Basic Service.Subscribers,Expanded Basic Service.Pay units,Expanded Basic Service.Programming (received off-air),Expanded Basic Service.Programming (via satellite),Expanded Basic Service.Miles of plant,Expanded Basic Service.State manager,Expanded Basic Service.Manager,Expanded Basic Service.Ownership,Expanded Basic Service.Fee,Expanded Basic Service.Current originations,Expanded Basic Service.Local advertising,Expanded Basic Service.City fee,Expanded Basic Service.Tv Market Ranking,Expanded Basic Service.Equipment,Expanded Basic Service.Addressable homes,Expanded Basic Service.Program Guide,Expanded Basic Service.Chief technician,Pay Service 1.Subscribers,Pay Service 1.Pay units,Pay Service 1.Programming (received off-air),Pay Service 1.Programming (via satellite),Pay Service 1.Miles of plant,Pay Service 1.State manager,Pay Service 1.Manager,Pay Service 1.Ownership,Pay Service 1.Fee,Pay Service 1.Current originations,Pay Service 1.Local advertising,Pay Service 1.City fee,Pay Service 1.Tv Market Ranking,Pay Service 1.Equipment,Pay Service 1.Addressable homes,Pay Service 1.Program Guide,Pay Service 1.Chief technician,Pay-Per-View.Subscribers,Pay-Per-View.Pay units,Pay-Per-View.Programming (received off-air),Pay-Per-View.Programming (via satellite),Pay-Per-View.Miles of plant,Pay-Per-View.State manager,Pay-Per-View.Manager,Pay-Per-View.Ownership,Pay-Per-View.Fee,Pay-Per-View.Current originations,Pay-Per-View.Local advertising,Pay-Per-View.City fee,Pay-Per-View.Tv Market Ranking,Pay-Per-View.Equipment,Pay-Per-View.Addressable homes,Pay-Per-View.Program Guide,Pay-Per-View.Chief technician,Pay Service 2.Subscribers,Pay Service 2.Pay units,Pay Service 2.Programming (received off-air),Pay Service 2.Programming (via satellite),Pay Service 2.Miles of plant,Pay Service 2.State manager,Pay Service 2.Manager,Pay Service 2.Ownership,Pay Service 2.Fee,Pay Service 2.Current originations,Pay Service 2.Local advertising,Pay Service 2.City fee,Pay Service 2.Tv Market Ranking,Pay Service 2.Equipment,Pay Service 2.Addressable homes,Pay Service 2.Program Guide,Pay Service 2.Chief technician,Pay Service 3.Subscribers,Pay Service 3.Pay units,Pay Service 3.Programming (received off-air),Pay Service 3.Programming (via satellite),Pay Service 3.Miles of plant,Pay Service 3.State manager,Pay Service 3.Manager,Pay Service 3.Ownership,Pay Service 3.Fee,Pay Service 3.Current originations,Pay Service 3.Local advertising,Pay Service 3.City fee,Pay Service 3.Tv Market Ranking,Pay Service 3.Equipment,Pay Service 3.Addressable homes,Pay Service 3.Program Guide,Pay Service 3.Chief technician,Pay Service 4.Subscribers,Pay Service 4.Pay units,Pay Service 4.Programming (received off-air),Pay Service 4.Programming (via satellite),Pay Service 4.Miles of plant,Pay Service 4.State manager,Pay Service 4.Manager,Pay Service 4.Ownership,Pay Service 4.Fee,Pay Service 4.Current originations,Pay Service 4.Local advertising,Pay Service 4.City fee,Pay Service 4.Tv Market Ranking,Pay Service 4.Equipment,Pay Service 4.Addressable homes,Pay Service 4.Program Guide,Pay Service 4.Chief technician,Pay Service 5.Subscribers,Pay Service 5.Pay units,Pay Service 5.Programming (received off-air),Pay Service 5.Programming (via satellite),Pay Service 5.Miles of plant,Pay Service 5.State manager,Pay Service 5.Manager,Pay Service 5.Ownership,Pay Service 5.Fee,Pay Service 5.Current originations,Pay Service 5.Local advertising,Pay Service 5.City fee,Pay Service 5.Tv Market Ranking,Pay Service 5.Equipment,Pay Service 5.Addressable homes,Pay Service 5.Program Guide,Pay Service 5.Chief technician,Pay Service 6.Subscribers,Pay Service 6.Pay units,Pay Service 6.Programming (received off-air),Pay Service 6.Programming (via satellite),Pay Service 6.Miles of plant,Pay Service 6.State manager,Pay Service 6.Manager,Pay Service 6.Ownership,Pay Service 6.Fee,Pay Service 6.Current originations,Pay Service 6.Local advertising,Pay Service 6.City fee,Pay Service 6.Tv Market Ranking,Pay Service 6.Equipment,Pay Service 6.Addressable homes,Pay Service 6.Program Guide,Pay Service 6.Chief technician,Pay Service 7.Subscribers,Pay Service 7.Pay units,Pay Service 7.Programming (received off-air),Pay Service 7.Programming (via satellite),Pay Service 7.Miles of plant,Pay Service 7.State manager,Pay Service 7.Manager,Pay Service 7.Ownership,Pay Service 7.Fee,Pay Service 7.Current originations,Pay Service 7.Local advertising,Pay Service 7.City fee,Pay Service 7.Tv Market Ranking,Pay Service 7.Equipment,Pay Service 7.Addressable homes,Pay Service 7.Program Guide,Pay Service 7.Chief technician,Pay Service 8.Subscribers,Pay Service 8.Pay units,Pay Service 8.Programming (received off-air),Pay Service 8.Programming (via satellite),Pay Service 8.Miles of plant,Pay Service 8.State manager,Pay Service 8.Manager,Pay Service 8.Ownership,Pay Service 8.Fee,Pay Service 8.Current originations,Pay Service 8.Local advertising,Pay Service 8.City fee,Pay Service 8.Tv Market Ranking,Pay Service 8.Equipment,Pay Service 8.Addressable homes,Pay Service 8.Program Guide,Pay Service 8.Chief technician,Pay Service 9.Subscribers,Pay Service 9.Pay units,Pay Service 9.Programming (received off-air),Pay Service 9.Programming (via satellite),Pay Service 9.Miles of plant,Pay Service 9.State manager,Pay Service 9.Manager,Pay Service 9.Ownership,Pay Service 9.Fee,Pay Service 9.Current originations,Pay Service 9.Local advertising,Pay Service 9.City fee,Pay Service 9.Tv Market Ranking,Pay Service 9.Equipment,Pay Service 9.Addressable homes,Pay Service 9.Program Guide,Pay Service 9.Chief technician,Pay Service 10.Subscribers,Pay Service 10.Pay units,Pay Service 10.Programming (received off-air),Pay Service 10.Programming (via satellite),Pay Service 10.Miles of plant,Pay Service 10.State manager,Pay Service 10.Manager,Pay Service 10.Ownership,Pay Service 10.Fee,Pay Service 10.Current originations,Pay Service 10.Local advertising,Pay Service 10.City fee,Pay Service 10.Tv Market Ranking,Pay Service 10.Equipment,Pay Service 10.Addressable homes,Pay Service 10.Program Guide,Pay Service 10.Chief technician,Internet Service.Subscribers,Internet Service.Pay units,Internet Service.Programming (received off-air),Internet Service.Programming (via satellite),Internet Service.Miles of plant,Internet Service.State manager,Internet Service.Manager,Internet Service.Ownership,Internet Service.Fee,Internet Service.Current originations,Internet Service.Local advertising,Internet Service.City fee,Internet Service.Tv Market Ranking,Internet Service.Equipment,Internet Service.Addressable homes,Internet Service.Program Guide,Internet Service.Chief technician,
BLOUNTSVILLE,Adelphia Communications. Box 1225. Cullman. AL 35056. Phone: 256-739-4451. Fax: 256-734-8636. County: Blount. Also serves Blount County (northwestern portion). ICA; AL0142. TV Martcet Ranking: Below 100. Franchise award date: November 1.1989. Franchise expiration date: June 1.2012. Began: N.A. Channel capacity: 40 (2-way capable: not operating 2-way) . Channels available but not in use: 7.,370,WBIQ (P). WBRC (F). WIAT (C). WHO (I). WVTM-TV (N) Bimilngham: WAAY-TV (A). WAFF (N). WHNT-TV (C) Huntsville-Decatu,American Movie Classics: CNN: Country Music TV: Court TV: Discovery Channel: El Entertainment TV: ESPN: Fox Family Channel: Headline News: History Channel: Home & Garden Television: Home Shopping Networic: Lifetime: National Network: Nick at Nite's TV Land: Nickelodeon: Sci-Fi Channel: The Weather Channel: Turner Network TV: VH1: ValueVision.,,,,,$21.11 installation: $28.41 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,Disney Channel: ESPN 2: TBS Superstatlon.,,,,,$4.75 monthly.,,,,,,,,,,74,,HBO.,,,,,$10.95 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLIGEE,Sky Cablevision. Box 65. Meridian. MS 39302. Phone: 601-485-6980. Fax: 601-483-0103. County: Greene. ICA; AL0173. TV Market Ranking: Outside TV Markets. Franchise award date: N.A. Franchise expiration date; N.A. Began: August 1.1989. Channel capacity: N.A. Channels available but not In use: N.A.,NA,WHO (P) Demopolis: WGBC (N). WMDN (C). WTOK-TV (A.F) Meridian,WGN-TV (I) Chicago: A & E: CNN: Discovery Channel: D-18 TV & Cable Factbook No. 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRADFORD,Charter Communications Inc.. Suite 200. 4601 Southiake Pkwy.. BInnlngham. AL 35244. Phone: 205-733-8778. Fax: 205-443-3352. Web Site: http://www. chartercom.com. Counties: Blount & Jefferson. Also serves County Line. Jefferson County. Trafford. ICA: AL0228. TV Market Ranking: 40. Franchise award date: N.A. Franchise expiration date: N.A. Began: N.A. Channel capacity: 30. Channels available but not in use: 2.,1303,WABM (U). WBIQ (P). WBRC (F). WIAT (C). WTTO (I). WVTM-TV (N) Birmingham: WCFT-TV (C) Tuscaloosa,C-SPAN: Home Shopping Network: TBS Superstation: The Weather Channel.,,,,,$16.95 monttily.,,,,,,,,,,,,,,,,,,,,,,,,,,1279,,,WGN-TV (I) Chicago: A & E: American Movie Classics: CNN: Discovery Channel: Disney Channel: ESPN: Fox Family Channel: Headline News: Lifetime: MTV: National Network: Nickelodeon: Turner Network TV: USA Cable: VH1.,,,,,N.A.,,,,,,,,,,228,,HBO.,,,,,$9.95 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,Showtime.,67.4 (coaxial). Homes passed: 2.169.,,Jay Haire. Marketing director Kemp Delo.,Charter Communications Inc. (MSO).,$9.95 monthly.,,,,,,,,Jay Haire. Marketing director Kemp Delo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREWTON,Mediacom. 4435 Gulf Breeze Pkwy.. Gulf Breeze. FL 32561. Phones: 850-932-9233; 800-239-8411. Fax: 850-932-9237. County: Escambia. Also serves East Brewton. ICA: AL0051. TV Market Ranking: Outside TV Markets. Franchise award date: June 8.1976. Franchise expiration date; N.A. Began: March 1.1972. Channel capacity: 35 (not 2-way capable). Channels available but not in use: 3.,NA,WDIQ (P) Dozier: WALA-TV (F). WEAR-TV (A). WKRG-TV (C). WPMI (N) Mobile-Pensacoia: WSFA (N) Montgomery-Selma,WGN-TV (I) Chicago: A 8. E: BET: C-SPAN: CNBC: CNN: Discovery Channel: ESPN: Fox Family Channel: Lifetime: MTV: National Network: Nickelodeon: Odyssey: QVC: TBS Superstation: The Inspirational Network: The Weather Channel: Turner Network TV: USA Cable: VH1.,,,,,$24.95 installation: $17.95 monthly: $2.95 converter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A,,Cinemax: Disney Channel: HBO: Shovrtime: The Movie Channel.,3.300.,,Billy Hetherington. Marketing director Ted Yeager,Mediacom LLC (MSO).,$10.45 monthly (each).,,Yes.,3% of gross.,,Blonder-Tongue & Scientific-At-lanta headend: Jenrold amplifiers: T rilogy cable: Scientific-Atlanta set top converters: Pico traps: Comtech satellite antenna: Sci-entific-Atlanta satellite receivers.,,Premium Channels.,Billy Hetherington. Marketing director Ted Yeager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOKWOOD,Charter Communications Inc.. Suite 200. 4601 Southiake Pkwy.. Birmingham. AL 35244. Phone: 205-733-8778. Fax: 205-443-3352. Web Site: http://www. chartercom.com. County: Tuscaloosa. Also serves Coaling. Peterson. Tuscaloosa County (portions). Vance. ICA: AL0059. TV Market Ranking: 40 (Brookwood. portions of Tuscaloosa County. Vance); Below 100 (Coaling. Peterson. portions of Tuscaloosa County). Franchise award date: N.A. Franchise expiration date: June 20.2008. Began: July 1.1984. Channel capacity: 35. Channels available but not in use: 1.,1710,WDBB (F) Bessemer: WBIQ (P). WBRC (F). WIAT (C). WnO (I). WVTM-TV (N) Birmingham: WCFT-TV (C) Tuscaloosa,CNN: Country Music TV: Discovery Channel: El Entertainment TV: ESPN: Fox Family Channel: Headline News: Lifetime: MTV: National Network: Nickelodeon: TBS Superstation: Turner Networic TV: USA Cable.,,,,,$34.95 installation: $17.95 monttily.,Automated time-weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,,Cinemax: HBO: Shovrtime.,94.4 (coaxial). Homes passed: 3.234.,,Jay Haire. Marketing director Kemp Delo. Franchise fee: 3% of basic.,Charter Communications Inc. (MSO).,$9.95 montiily (each).,,,,,,,,Jay Haire. Marketing director Kemp Delo. Franchise fee: 3% of basic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUTLER,Galaxy Cablevision. Box 1007. Sikeston. MO 63801. Phones: 334-693-2610; 800-365-6988. Fax: 334-693-2291. Web site: http://www.galaxycable.com. County: Choctaw. Also serves Lisman. ICA: AL0174. TV Market Ranking: Below 100. Franchise award date: January 1.1968. Franchise expiration date: N.A. Began: December 12. 1968. Channel capacity: 54 (not 2-way capable). Channels available but not in use: 24.,1019,WHO (P) Demopolis: WGBC (N). WTOK-TV (A.F) Meridian: WALA-TV (F) Moblle-Pensacola: WAKA (C) Montgomery-Selma,WGN-TV (I) Chicago: CNN: ESPN: Fox Family Channel: National Network: TBS Superstation.,,,,,$25.00 installation: $27.75 monthly: $25.00 additional installation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.A,,Disney Channel: HBO.,55.2 (coaxial). Homes passed: 1.532.,2% of gross.,2% of gross.,Galaxy Cablevision (MSO).,$25.00 installation: $7.95 monthly (Disney). $11.00 monthly (HBO).,,No. Regional interconnect: Cabletime.,2% of gross.,,Blonder-Tongue headend: Vikoa amplifiers: Vikoa cable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMDEN,Mediacom. 399 Hwy. 43. Thomas-villa. AL 36784. Phone: 800-239-8411. Fax: 334-636-5991. County: Wilcox. ICA: AL0112. TV Market Ranking: Below 100. Franchise award date: December 9.1975. Franchise expiration date: February 16. 2002. Began: July 1.1970. Channel capacity: 35 (not 2-way capable). Channels available but not in use: None.,745: Commeroial,WHO (P) Demopolis: WALA-TV (F) Moblle-Pensacola: WAKA (C). WCOV-TV (F). WNCF (A). WSFA (N) Montgomery-Selma,WGN-TV (I) Chicago: American Movie Classics: BET: C-SPAN: CNN: Countiy Music TV: Court TV: Discovery Channel: El Entertainment TV: ESPN: Fox Family Channel: Headline News: Home Shopping Network: Learning Channel: MTV: National Network: Nickelodeon: QVC: TBS Superstation: The Weather Channel: Turner Network TV: USA Cable: VH1.,,,,,$19.94 monttily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.,,Cinemax.,,,,,$11.50 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,Disney Channel.,,,,,$11.50 monthly.,,,,,,,,,,274,,HBO.,,,,,$11.50 monthly.,,,,,,,,,,252,,Flix.,,,,,$2.95 monthly.,,,,,,,,,,114,,The Movie Channel.,,,,,$10.45 monthly.,,,,,,,,,,257,,Showtime.,28.5 (coaxial). Additional miles planned: 0.2 (coaxial). Homes passed: 1.162.,,Garry Evans.,Mediacom LLC (MSO).,$10.45 monttily.,,,3% of gross.,,Microdyne & Scientitic-Atianta headend: Jerrold amplifiers: Times Fiber cable: Scientiflc-Attanta set top converters: Pico baps: Scientific-Atianta satellite antenna: Microdyne satellite receivers.,,Premium Channels.,Garry Evans.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBON HILL,Charter Communications Inc.. Suite 200. 4601 Souttilake Pkwy.. Birmingham. AL 35244. Phone: 205-733-8778. Fax: 205-443-3352. Web Site: http://www. charteroom.com. Counties: Walker. AL; Walker GA. Also serves Kansas. AL; Eldridge. GA. ICA: AL0099. TV Market Ranking: Outside TV Markets. Franchise award date: N.A. Franchise expiration date: N.A. Began; N.A. Channel capacity; 35. Channels available but not in use: 3.,887,WDBB (F) Bessemer: WBIQ (P). WBRC (F). WIAT (C). WHO (I). WVTM-TV (N) Birmingham,WGN-TV (!) Chicago: CNN: Discovery Channel: ESPN: Fox Family Channel: Headline News: Lifetime: National Network: TBS Superstation: Turner Network TV: USA Cable.,,,,,$34.95 installation: $17.95 monttily.,Automated time-weattier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,Cinemax: HBO: Showtime.,32.8 (coaxial). Homes passed: 1.375.,,Jay Haire. Marketing director Kemp Delo.,Charter Communications Inc. (MSO).,$10.00 installation: $9.95 monttily (each).,,,,,,,,Jay Haire. Marketing director Kemp Delo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTLEBERRY,Mallard Cablevision. Box 1460. El Campo. TX 77437. Phone: 979-543-9711. Fax: 979-541-5592. County: Conecuh. ICA: AL0149. TV Martcet Ranking: Outside TV Markets. Franchise award date; N.A. Franchise expiration date: N.A. Began: January 1.1989. Channel capacity; 32 (not 2-way capable). Channels available but not in use: 15.,171,WDIQ (P) Dozier: WALA-TV (F). WEAR-TV (A). WKRG-TV (C). WMPV-TV (T). WPMI (N) Mobile-Pensacola: WSFA (N) Montgomery-Selma,WGN-TV (I) Chicago: BET: CNN: ESPN: Fox Family Channel: National Network: Sci-Fi Channel: TBS Superstation: Turner Network TV: USA Cable.,,,,,$35.00 installation: $18.25 monttily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,Cinemax.,,,,,$10.95 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,HBO.,,,,,$10.95 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0 (coaxial): None (tiber optic). Homes passed: 250. Total homes in franchised area: 250. 2001 Edition D-19,,,,,,No.,,,,,,,
CEDAR BLUFF,Charter Communications. 608 Hwy. 72 W. Athens. AL 35611. Phone: 205-232-3888. Fax; 205-232-7631. Web Site: http://www.chartercom.com. County: Cherokee. Also serves Cherokee County (portions). ICA: AL0175. TV Market Ranking: 18. Franchise award date: N.A. Franchise expiration date: N.A. Began: November 1.1982. Channel capacity: 35. Channels available but not In use: 1.,756,WJSU-TV (C) Annlston: WXIA-TV (N) Atlanta: WBRC (F). WVTM-TV (N) Birmingham: WPXH (X). WTJP (T) Gadsden: WAAY-TV (A). WHNT-TV (C) Huntsville-Decatur: WCIQ (P) Mount Cheaha State Park: W34AG (I) Rome,A & E: American Movie Classics: Bravo: CNBC: ESPN: Fox Family Channel: Headline News: Home Shopping Network: Nickelodeon: QVC: Scl-FI Channel: Turner Network TV.,,,,,$20.10 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,731,,,Country Music TV: National Network: LISA Cable.,,,,,$1.25 monthly.,,,,,,,,,,99,,Cinemax.,,,,,$8.95 monthly.,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,HBO.,,,,,$9.95 monthly.,,,,,,,,,,33.,,Showtime.,35.0 (coaxial). Homes passed: 1.032.,,Harold Montgomery. Franchise fee: 3% of gross.,Charter Communications Inc. (MSO). Purchased from Falcon Communications LP.,$9.95 monthly.,,,,,,,,Harold Montgomery. Franchise fee: 3% of gross.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTER POINT,AT&T Broadband. 104A Owlngs Pkwy.. Birmingham. AL 35244. Phone: 205-355-9719. Fax: 205-988-9802. Web Site: http://www.cable.att.com. County: Jefferson. Also serves Tarrant City. ICA: AL0029. TV Market Ranking: 40. Franchise award date: N.A. Franchise explratun date: N.A. Began: January 1.1973. Channel capacity: 63. Channels available but not In use: N.A.,7331,WABM (U). WBIQ (P). WBRC (F). WIAT (C). WTTO (I). WVTM-TV (N) Birmingham,WGN-TV (I) Chicago: A & E: BET: C-SPAN: CNBC: CNN: Cartoon Network: Discovery Channel: EWTN: Fox Family Channel: Headline News: MTV: National Network: Nickelodeon: QVC: TBS Superstatlon: The Weather Channel: Turner Classic Movies.,,,,,$60.00 Installation: $9.24 monthly: $25.00 additional Installation.,Leased access.,,,,,,,,,,,,,,,,,,,,,,,,,7125,,,American Movie Classics: ESPN: Fox Sports Net South: Lifetime: Odyssey: Turner Network TV: USA Cable.,,,,,$12.35 monthly.,,,,,,,,,,N.A,,Cinemax: Disney Channel: HBO: Showtime: The New Encore.,130.5 (coaxial). Total homes In franchised area: 7.990.,,AT&T Broadband (MSO). Sale pends to Charter Communications Inc.,AT&T Broadband (MSO). Sale pends to Charter Communications Inc.,$1.50 monthly (TNE). $11.20 monthly (Cinemax. Disney or Showtime). $12.70 monthly (HBO).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,Charter Communications. 109 Seaboard Ave.. Piedmont. AL 36272. Phone: 205-927-8202. Fax; 205-447-8630. Web Site: http://www.chartercom.com. County: Cherokee. Also serves Cherokee County. ICA: AL0085. TV Marltet Ranking: 18. Franchise award date: N.A. Franchise expiration date: N.A. Began: August 1.1971. Channel capacity: 42. Channels available but not In use: N.A.,1609,WJSU-TV (C) Annlston: WXIA-TV (N) Atlanta: WBRC (F). WHO (I). WVTM-TV (N) Birmingham: WPXH (X) Gadsden: WAAY-TV (A) Huntsville-Decatur: WCIQ (P) Mount Cheaha State Pari,WGN-TV (I) Chicago: A & E: C-SPAN: CNBC: CNN: Discovery Channel: Fox Family Channel: Headline News: MTV: National Network: Nickelodeon: Odyssey: QVC: TBS Super-station: The Weather Channel.,,,,,$14.00 Installation: $10.29 monthly: $10.00 additional Installation.,,,,,,,,,,,,,,,,,,,,,,,,,,1526,,,American Movie Classics: ESPN: Fox Sports Net South: Lifetime: Turner Network TV: USA Cable.,,,,,$10.29 monthly.,,,,,,,,,,N.A.,,Cinemax: Disney Channel: HBO: Showtime: The New Encore.,48.5 (coaxial). Total homes In franchised area: 1.740.,,1% of gross ($300 minimum).,Charter Communications Inc. (MSO). Purchased from Falcon Communications LP.,N.A.,,,1% of gross ($300 minimum).,,Jerrold headend: CAS & Tocom amplifiers: Cent) cable: AFC satellite antenna.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
